filename,point_id,intersection_idx,lat,lon,arm_direction,base_bearing,heading,gsv_pano_id,gsv_date
pt_000000_arm0_offset15.jpg,pt_000000,0,39.945621428668105,-75.16515566906502,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFpZFhzZHc.,2019-05
pt_000001_arm90_offset15.jpg,pt_000001,0,39.94556494287393,-75.16508645693212,90,270,285,cPkhqWwEa_kb1BhD1gQ2Zg,2025-05
pt_000002_arm180_offset15.jpg,pt_000002,0,39.94551167094636,-75.16515984437147,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGE2WkNJS0E.,2019-05
pt_000003_arm270_offset15.jpg,pt_000003,0,39.94556815669633,-75.16522905651112,270,90,105,8px0eho9I8gLBkwi5vb_7Q,2025-05
pt_000004_arm0_offset15.jpg,pt_000004,1,39.94370860945143,-75.16542161372763,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGE2ZDdzdlFF,2019-05
pt_000005_arm90_offset15.jpg,pt_000005,1,39.94365212381764,-75.1653524033224,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFtY2phU1E.,2019-04
pt_000006_arm180_offset15.jpg,pt_000006,1,39.94359885171513,-75.16542578848689,180,0,15,CAoSF0NJSE0wb2dLRUlDQWdJRGEyYTIyNHdF,2019-05
pt_000007_arm270_offset15.jpg,pt_000007,1,39.94365533730472,-75.16549499889888,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJQ080dHZpcHdF,2022-06
pt_000008_arm0_offset15.jpg,pt_000008,2,39.94414107056354,-75.16533003875585,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGE4ZXZ0bndF,2019-05
pt_000009_arm90_offset15.jpg,pt_000009,2,39.944084584874524,-75.16526082798616,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGE2Y0REUFE.,2020-07
pt_000010_arm180_offset15.jpg,pt_000010,2,39.94403131283172,-75.16533421368963,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFtYi1aTWc.,2019-05
pt_000011_arm270_offset15.jpg,pt_000011,2,39.944087798476524,-75.16540342446606,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGVoWjZEQWc.,2022-10
pt_000012_arm0_offset15.jpg,pt_000012,3,39.944711282904834,-75.16520167902236,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGEyYlBad3dF,2019-06
pt_000013_arm90_offset15.jpg,pt_000013,3,39.94465479713846,-75.16513246777848,90,270,285,BcWZlMn7wZpLXwRCd8QgdQ,2024-10
pt_000014_arm180_offset15.jpg,pt_000014,3,39.94460152517925,-75.16520585419855,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFpWVhaQXc.,2020-07
pt_000015_arm270_offset15.jpg,pt_000015,3,39.944658010901385,-75.16527506544918,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJRGFxZEtjMlFF,2019-05
pt_000016_arm0_offset15.jpg,pt_000016,4,39.9456190535048,-75.16499686844215,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGF5Y0NnbkFF,2019-05
pt_000017_arm90_offset15.jpg,pt_000017,4,39.94556256761503,-75.16492765644372,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFpWmFSYUE.,2019-05
pt_000018_arm180_offset15.jpg,pt_000018,4,39.94550929578916,-75.16500104400505,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFtYkd3SWc.,2019-05
pt_000019_arm270_offset15.jpg,pt_000019,4,39.945565781634755,-75.16507025601022,270,90,105,cPkhqWwEa_kb1BhD1gQ2Zg,2025-05
pt_000020_arm0_offset15.jpg,pt_000020,5,39.94666541175911,-75.16477326366963,0,180,195,cAfiKAZIhsW3e3UkYBdv1A,2025-05
pt_000021_arm90_offset15.jpg,pt_000021,5,39.94660892573455,-75.16470405079104,90,270,285,cAfiKAZIhsW3e3UkYBdv1A,2025-05
pt_000022_arm180_offset15.jpg,pt_000022,5,39.94655565405447,-75.1647774396581,180,0,15,8uGRnNN-OzqKciNIY1rEOw,2025-05
pt_000023_arm270_offset15.jpg,pt_000023,5,39.946612140034816,-75.16484665254343,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJRGFpWXVTM0FF,2019-05
pt_000024_arm0_offset15.jpg,pt_000024,6,39.94703507818011,-75.16471110606449,0,180,195,6-njOhPW9PQUqhSnb29uLQ,2025-10
pt_000025_arm90_offset15.jpg,pt_000025,6,39.9469785921181,-75.16464189286094,90,270,285,JJxm1vVSi0oqnUdHsWK9BQ,2025-10
pt_000026_arm180_offset15.jpg,pt_000026,6,39.94692532047874,-75.16471528217609,180,0,15,K66jWFOdTWXDSOdOvOANzw,2025-05
pt_000027_arm270_offset15.jpg,pt_000027,6,39.946981806496524,-75.16478449538639,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGE2WWVqQ1E.,2019-05
pt_000028_arm0_offset15.jpg,pt_000028,7,39.94626017259851,-75.1619326774544,0,180,195,_xzlY55-NYNpDiPVEETfsg,2020-11
pt_000029_arm90_offset15.jpg,pt_000029,7,39.94620368486341,-75.16186346735067,90,270,285,9v4U84uHDnAACuIOfZLsGw,2020-11
