filename,point_id,intersection_idx,lat,lon,arm_direction,heading,gsv_pano_id,gsv_date,has_traffic_light,has_stop_sign,num_traffic_lights,num_stop_signs,detections_json
pt_000000_arm0_offset15.jpg,pt_000000,0,39.95420018692071,-75.15616191443428,0,195,xGADXq2LZCNrC5Nknn9zfQ,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000001_arm90_offset15.jpg,pt_000001,0,39.95414369571047,-75.15609270103948,90,285,tMptLj5WU8LtBa3i1vhmEA,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000002_arm180_offset15.jpg,pt_000002,0,39.95409042956568,-75.15616610480068,180,15,CAoSFkNJSE0wb2dLRUlDQWdJQzR0clNxRWc.,2018-06,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000003_arm270_offset15.jpg,pt_000003,0,39.95414692073171,-75.15623531820225,270,105,hLJc2f0ajKNSoErkK697sQ,2024-10,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000004_arm0_offset15.jpg,pt_000004,1,39.954538518293205,-75.15609117120566,0,195,9Wl1py2QlpFDi-qpYl8oyQ,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000005_arm90_offset15.jpg,pt_000005,1,39.95448202704036,-75.15602195752496,90,285,3pO-7AUY_c9gSu-HjJAgOQ,2024-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000006_arm180_offset15.jpg,pt_000006,1,39.95442876094176,-75.15609536170726,180,15,lJzhdJhizn8zD-fLaHlIrQ,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000007_arm270_offset15.jpg,pt_000007,1,39.95448525215039,-75.15616457539474,270,105,2YyGDx1CflZbE5yQTSR9rQ,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000008_arm0_offset15.jpg,pt_000008,2,39.95360963612335,-75.15629171481844,0,195,-5GIdtyk8RszgXiYs7LTUQ,2025-05,True,False,1,0,"{""traffic_lights"": [{""confidence"": 0.5297397375106812, ""class"": ""traffic light"", ""bbox"": [445.57733154296875, 276.18206787109375, 453.31500244140625, 294.422119140625]}], ""stop_signs"": []}"
pt_000009_arm90_offset15.jpg,pt_000009,2,39.95355314499127,-75.15622250191745,90,285,CAoSFkNJSE0wb2dLRUlDQWdJRGF5WXVWYVE.,2019-05,True,False,4,0,"{""traffic_lights"": [{""confidence"": 0.7406315207481384, ""class"": ""traffic light"", ""bbox"": [313.20489501953125, 230.132080078125, 326.93011474609375, 259.72735595703125]}, {""confidence"": 0.6536281704902649, ""class"": ""traffic light"", ""bbox"": [166.3011474609375, 293.74365234375, 175.41973876953125, 316.005126953125]}, {""confidence"": 0.6483498215675354, ""class"": ""traffic light"", ""bbox"": [531.367919921875, 289.2305908203125, 544.413330078125, 314.852294921875]}, {""confidence"": 0.5736515522003174, ""class"": ""traffic light"", ""bbox"": [516.8372802734375, 288.60650634765625, 526.3372802734375, 311.81243896484375]}], ""stop_signs"": []}"
pt_000010_arm180_offset15.jpg,pt_000010,2,39.95349987876181,-75.15629590493869,180,15,CAoSF0NJSE0wb2dLRUlDQWdJREUtLW5kNGdF,2017-05,True,False,1,0,"{""traffic_lights"": [{""confidence"": 0.7126787900924683, ""class"": ""traffic light"", ""bbox"": [0.07578659057617188, 61.536529541015625, 38.382816314697266, 135.47593688964844]}], ""stop_signs"": []}"
pt_000011_arm270_offset15.jpg,pt_000011,2,39.95355636984972,-75.15636511784646,270,105,CAoSFkNJSE0wb2dLRUlDQWdJRGEyZmZvT3c.,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000012_arm0_offset15.jpg,pt_000012,3,39.953524121462735,-75.15560012025239,0,195,Gy91rGXP0VdQ1grMA0PogQ,2025-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000013_arm90_offset15.jpg,pt_000013,3,39.953467629914186,-75.15553090801369,90,285,CAoSF0NJSE0wb2dLRUlDQWdJRGE2WjMxemdF,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000014_arm180_offset15.jpg,pt_000014,3,39.95341436412759,-75.15560431148484,180,15,ZwgtYXx6_LjILzSsPWqWSw,2016-10,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000015_arm270_offset15.jpg,pt_000015,3,39.95347085563194,-75.15567352373031,270,105,CAoSF0NJSE0wb2dLRUlDQWdJRGFtZDZpeGdF,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
