filename,point_id,intersection_idx,lat,lon,arm_direction,base_bearing,heading,gsv_pano_id,gsv_date
pt_000000_arm0_offset15.jpg,pt_000000,0,39.94294971163457,-75.14364165115977,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGFtY3ZXemdF,2019-06
pt_000001_arm90_offset15.jpg,pt_000001,0,39.94289321288645,-75.14357245963868,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGFzZmVlbWdF,2019-05
pt_000002_arm180_offset15.jpg,pt_000002,0,39.94283995473561,-75.14364586105992,180,0,15,0c-YDHIgKdZvTzJsoH3LZQ,2025-04
pt_000003_arm270_offset15.jpg,pt_000003,0,39.94289645343953,-75.14371505258784,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJRGFtYUh3MEFF,2019-06
pt_000004_arm0_offset15.jpg,pt_000004,1,39.9431514922646,-75.1452433603415,0,180,195,oo_XU_BBhWUSsEXLUrjrQQ,2025-04
pt_000005_arm90_offset15.jpg,pt_000005,1,39.94309499448079,-75.14517416728283,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGEwYk82NGdF,2019-06
pt_000006_arm180_offset15.jpg,pt_000006,1,39.943041735304156,-75.14524756766643,180,0,15,CAoSF0NJSE0wb2dLRUlDQWdJRGEyYzd3eFFF,2019-04
pt_000007_arm270_offset15.jpg,pt_000007,1,39.9430982330438,-75.1453167607319,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJRGEyY2V3MEFF,2019-04
pt_000008_arm0_offset15.jpg,pt_000008,2,39.942886937133856,-75.15053888257358,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFzYWI2Y3c.,2019-05
pt_000009_arm90_offset15.jpg,pt_000009,2,39.94283044253842,-75.15046968538061,90,270,285,ZjIpGNN-Qvc7zaeSF1tfgQ,2025-10
pt_000010_arm180_offset15.jpg,pt_000010,2,39.942777179968324,-75.15054308132677,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFxZmFRRkE.,2019-05
pt_000011_arm270_offset15.jpg,pt_000011,2,39.94283367451956,-75.15061227852652,270,90,105,UbEtt9EmVkJmy1tZTCNY5Q,2025-11
pt_000012_arm0_offset15.jpg,pt_000012,3,39.942404042224844,-75.15065079395653,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGFpZXVtaGdF,2019-06
pt_000013_arm90_offset15.jpg,pt_000013,3,39.94234754769687,-75.15058159716234,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGFtWTZqeVFF,2019-05
pt_000014_arm180_offset15.jpg,pt_000014,3,39.94229428505393,-75.15065499249908,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFtY3JyUEE.,2019-06
pt_000015_arm270_offset15.jpg,pt_000015,3,39.9423507795377,-75.15072418930005,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGEyZHZzS3c.,2019-06
pt_000016_arm0_offset15.jpg,pt_000016,4,39.94115759152011,-75.14503290307312,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGFxWTZfN1FF,2019-04
pt_000017_arm90_offset15.jpg,pt_000017,4,39.94110109360987,-75.14496371222022,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGFtYktnMndF,2019-05
pt_000018_arm180_offset15.jpg,pt_000018,4,39.94104783456343,-75.14503711061461,180,0,15,qBlmHBDIp0Q6e6PEcLEe0A,2024-10
pt_000019_arm270_offset15.jpg,pt_000019,4,39.94110433242943,-75.1451063014743,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGE2YkRaSEE.,2019-05
pt_000020_arm0_offset15.jpg,pt_000020,5,39.94103446812688,-75.14406091965597,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGEyY3VWVFE.,2019-05
pt_000021_arm90_offset15.jpg,pt_000021,5,39.94097796963147,-75.14399172973678,90,270,285,0xHL8rcZQTmcvUNTYQOAIg,2025-05
