filename,point_id,intersection_idx,lat,lon,arm_direction,base_bearing,heading,gsv_pano_id,gsv_date
pt_000000_arm0_offset15.jpg,pt_000000,0,39.98962805959061,-75.12596397916197,0,180,195,aZyEvHpE8N_m5s6coc8Hig,2025-07
pt_000001_arm90_offset15.jpg,pt_000001,0,39.98957155021247,-75.12589475478005,90,270,285,E2KCWIFQYdjQ8e_cnd7kAQ,2025-07
pt_000002_arm180_offset15.jpg,pt_000002,0,39.989518303517244,-75.12596822053561,180,0,15,E2KCWIFQYdjQ8e_cnd7kAQ,2025-07
pt_000003_arm270_offset15.jpg,pt_000003,0,39.9895748128512,-75.12603744492438,270,90,105,VqkZ1-KWcM1q5Rst5w82uA,2025-07
pt_000004_arm0_offset15.jpg,pt_000004,1,39.98937550273844,-75.12643487215641,0,180,195,UvAoRHX2M6jbgHwByM22GA,2025-07
pt_000005_arm90_offset15.jpg,pt_000005,1,39.98931899364357,-75.12636564764007,90,270,285,-OxRDJSJdY2t3d2bFBdM5w,2025-07
pt_000006_arm180_offset15.jpg,pt_000006,1,39.9892657466458,-75.12643911275299,180,0,15,-OxRDJSJdY2t3d2bFBdM5w,2025-07
pt_000007_arm270_offset15.jpg,pt_000007,1,39.98932225569647,-75.12650833727619,270,90,105,3nmQ4OomnT3ff5WhuQyx0g,2025-07
pt_000008_arm0_offset15.jpg,pt_000008,2,39.98912860852247,-75.1268865535179,0,180,195,VP-S1229107Wq3D4xIPPUA,2025-07
pt_000009_arm90_offset15.jpg,pt_000009,2,39.98907209969931,-75.12681732887737,90,270,285,VP-S1229107Wq3D4xIPPUA,2025-07
pt_000010_arm180_offset15.jpg,pt_000010,2,39.98901885241132,-75.12689079336886,180,0,15,AoAPxeTIT_-Q2JJcVIZ9Ww,2025-07
pt_000011_arm270_offset15.jpg,pt_000011,2,39.989075361190274,-75.12696001801626,270,90,105,4gLpRnih-8i3BLWY1vB95Q,2025-07
pt_000012_arm0_offset15.jpg,pt_000012,3,39.98886681337053,-75.12737396600203,0,180,195,Xav5s7lrfD2rtxYow4r8NQ,2021-08
pt_000013_arm90_offset15.jpg,pt_000013,3,39.98881030484058,-75.12730474122272,90,270,285,sB8BpGcz986OtY13ziP-MA,2025-07
pt_000014_arm180_offset15.jpg,pt_000014,3,39.98875705723941,-75.12737820504863,180,0,15,sB8BpGcz986OtY13ziP-MA,2025-07
