filename,point_id,intersection_idx,lat,lon,arm_direction,base_bearing,heading,gsv_pano_id,gsv_date
pt_000000_arm0_offset15.jpg,pt_000000,0,39.95407147499528,-75.14484134058671,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFtZUw1Y1E.,2019-05
pt_000001_arm90_offset15.jpg,pt_000001,0,39.95401497696888,-75.14477213673855,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGEyZnVDN1FF,2019-05
pt_000002_arm180_offset15.jpg,pt_000002,0,39.95396171807666,-75.14484554923754,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGF1Y0R5Y3c.,2019-06
pt_000003_arm270_offset15.jpg,pt_000003,0,39.95401821605887,-75.1449147530925,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGF5ZWpLRkE.,2019-06
pt_000004_arm0_offset15.jpg,pt_000004,1,39.95461657867927,-75.14472134931712,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFpWWkyTUE.,2020-05
pt_000005_arm90_offset15.jpg,pt_000005,1,39.954560080580634,-75.14465214501341,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFxYTZ1YkE.,2019-05
pt_000006_arm180_offset15.jpg,pt_000006,1,39.95450682176668,-75.14472555819562,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGFtYUtBQkE.,2019-05
pt_000007_arm270_offset15.jpg,pt_000007,1,39.954563319821126,-75.14479476250614,270,90,105,s-VhiyVtx2B2C0RLEzm4GQ,2024-07
pt_000008_arm0_offset15.jpg,pt_000008,2,39.955279808484065,-75.14620161005567,0,180,195,vNbd0P_H4dvqh8gnUyg7Tw,2025-05
pt_000009_arm90_offset15.jpg,pt_000009,2,39.9552233112767,-75.14613240384499,90,270,285,_WnzEKVChaVd4htZrXkQMw,2025-05
pt_000010_arm180_offset15.jpg,pt_000010,2,39.95517005151601,-75.14620581658335,180,0,15,CAoSFENJSE0wb2dLRUlDQWdJQ0UwZDhH,2019-05
pt_000011_arm270_offset15.jpg,pt_000011,2,39.95522654867919,-75.14627502280082,270,90,105,Ezx6JrxL3Bo3KI3HhVjIUQ,2022-07
pt_000012_arm0_offset15.jpg,pt_000012,3,39.95541598689631,-75.14699384889299,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGE2WS1EUnc.,2019-06
pt_000013_arm90_offset15.jpg,pt_000013,3,39.95535949016592,-75.14692464188458,90,270,285,tcQfip8Py2ZglrhJ1JQSbw,2022-07
pt_000014_arm180_offset15.jpg,pt_000014,3,39.95530622989799,-75.14699805414891,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGF5YXVQR1E.,2019-06
