filename,point_id,intersection_idx,lat,lon,arm_direction,heading,gsv_pano_id,gsv_date,has_traffic_light,has_stop_sign,num_traffic_lights,num_stop_signs,detections_json
pt_000000_arm0_offset15.jpg,pt_000000,0,39.96048576508876,-75.16177323084739,0,195,CAoSF0NJSE0wb2dLRUlDQWdJRGF5ZGZjcFFF,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000001_arm90_offset15.jpg,pt_000001,0,39.960429277258086,-75.16170400638013,90,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFtY2pwSEE.,2019-07,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000002_arm180_offset15.jpg,pt_000002,0,39.96037600753483,-75.16177741253358,180,15,CAoSF0NJSE0wb2dLRUlDQWdJRGE2WmJkZ2dF,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000003_arm270_offset15.jpg,pt_000003,0,39.96043249532135,-75.1618466370076,270,105,CAoSF0NJSE0wb2dLRUlDQWdJRGEyYktoa1FF,2020-06,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000004_arm0_offset15.jpg,pt_000004,1,39.95963508911691,-75.16196060106962,0,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFpWlMxVmc.,2019-08,True,False,2,0,"{""traffic_lights"": [{""confidence"": 0.7488951683044434, ""class"": ""traffic light"", ""bbox"": [472.0942687988281, 243.076171875, 483.0818786621094, 267.4934997558594]}, {""confidence"": 0.6085813045501709, ""class"": ""traffic light"", ""bbox"": [54.587615966796875, 287.9951477050781, 65.26510620117188, 308.1632995605469]}], ""stop_signs"": []}"
pt_000005_arm90_offset15.jpg,pt_000005,1,39.95957860139894,-75.16189137731355,90,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFpZTdCRWc.,2019-05,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000006_arm180_offset15.jpg,pt_000006,1,39.95952533155342,-75.16196478240066,180,15,CAoSF0NJSE0wb2dLRUlDQWdJRGE2ZG5HMHdF,2019-05,True,False,3,0,"{""traffic_lights"": [{""confidence"": 0.8599059581756592, ""class"": ""traffic light"", ""bbox"": [223.84214782714844, 138.07977294921875, 247.53517150878906, 188.96636962890625]}, {""confidence"": 0.6730383038520813, ""class"": ""traffic light"", ""bbox"": [117.81845092773438, 138.61395263671875, 141.96319580078125, 201.04541015625]}, {""confidence"": 0.6614585518836975, ""class"": ""traffic light"", ""bbox"": [413.9692077636719, 245.02999877929688, 424.5311584472656, 274.0014343261719]}], ""stop_signs"": []}"
pt_000007_arm270_offset15.jpg,pt_000007,1,39.95958181922722,-75.1620340061635,270,105,CAoSF0NJSE0wb2dLRUlDQWdJRGFxZi1ENEFF,2020-06,False,False,0,0,"{""traffic_lights"": [], ""stop_signs"": []}"
pt_000008_arm0_offset15.jpg,pt_000008,2,39.95967205015215,-75.16209840660805,0,195,CAoSF0NJSE0wb2dLRUlDQWdJRGE4YXJxc1FF,2019-05,True,False,1,0,"{""traffic_lights"": [{""confidence"": 0.8258774876594543, ""class"": ""traffic light"", ""bbox"": [256.34722900390625, 272.24493408203125, 266.00823974609375, 290.74700927734375]}], ""stop_signs"": []}"
pt_000009_arm90_offset15.jpg,pt_000009,2,39.959615562517165,-75.16202918269971,90,285,CAoSFkNJSE0wb2dLRUlDQWdJRGF1WmpMTUE.,2019-08,True,False,2,0,"{""traffic_lights"": [{""confidence"": 0.7357816100120544, ""class"": ""traffic light"", ""bbox"": [325.58477783203125, 249.94654846191406, 335.3994140625, 270.8388671875]}, {""confidence"": 0.6968290209770203, ""class"": ""traffic light"", ""bbox"": [276.00543212890625, 249.83309936523438, 285.57427978515625, 270.7136535644531]}], ""stop_signs"": []}"
