point_id,lat,lon,bearing,arm_direction,intersection_idx
pt_000097,39.990326076614984,-75.13907771305838,270,90,24
pt_000098,39.990272821474406,-75.13915116928986,0,180,24
pt_000099,39.9903293228721,-75.1392204054204,90,270,24
pt_000100,39.99032517242951,-75.1386928661761,180,0,25
pt_000101,39.99026867071424,-75.13862363048885,270,90,25
pt_000102,39.99021541586444,-75.13869708701444,0,180,25
pt_000103,39.99027191753554,-75.1387663227085,90,270,25
pt_000104,39.990259062365894,-75.13819183740948,180,0,26
pt_000105,39.99020256034894,-75.13812260220664,270,90,26
pt_000106,39.99014930581998,-75.1381960590537,0,180,26
pt_000107,39.99020580779272,-75.13826529426338,90,270,26
pt_000108,39.990190069277276,-75.13769669660964,180,0,27
pt_000109,39.99013356696221,-75.13762746188925,270,90,27
pt_000110,39.990080312750315,-75.13770091905008,0,180,27
pt_000111,39.99013681502118,-75.1377701537773,90,270,27
pt_000112,39.99003323237001,-75.13650802912332,180,0,28
pt_000113,39.989976729339254,-75.13643879555218,270,90,28
pt_000114,39.98992347588853,-75.13651225347574,0,180,28
pt_000115,39.989979978875084,-75.1365814870537,90,270,28
pt_000116,39.98994561203079,-75.13580893744027,180,0,29
pt_000117,39.98988910857912,-75.13573970454033,270,90,29
pt_000118,39.98983585557608,-75.13581316291744,0,180,29
pt_000119,39.98989235898356,-75.13588239582423,90,270,29
pt_000120,39.98986990074185,-75.13521853002943,180,0,30
pt_000121,39.989813396934714,-75.13514929769809,270,90,30
pt_000122,39.98976014430977,-75.1352227564564,0,180,30
pt_000123,39.98981664807271,-75.13529198879458,90,270,30
pt_000124,39.98980747730377,-75.13467434365228,180,0,31
pt_000125,39.989750973168995,-75.13460511183752,270,90,31
pt_000126,39.98969772089256,-75.13467857095515,0,180,31
pt_000127,39.98975422498314,-75.13474780277674,90,270,31
pt_000128,39.98973599802437,-75.13414455904201,180,0,32
pt_000129,39.98967949357062,-75.13407532774107,270,90,32
pt_000130,39.98962624163345,-75.13414878719692,0,180,32
pt_000131,39.98968274604301,-75.1342180185047,90,270,32
pt_000132,39.98967930181704,-75.13368946900886,180,0,33
pt_000133,39.989622797089304,-75.13362023814453,270,90,33
pt_000134,39.98956954544358,-75.133693697896,0,180,33
pt_000135,39.98962605012712,-75.1337629287672,90,270,33
pt_000136,39.989717364155794,-75.13657273058796,180,0,34
pt_000137,39.989660861163784,-75.13650349728508,270,90,34
pt_000138,39.98960760767062,-75.1365769548161,0,180,34
pt_000139,39.989664110618435,-75.13664618812581,90,270,34
pt_000140,39.98961675648712,-75.1332312326186,180,0,35
pt_000141,39.989560251483496,-75.13316200219941,270,90,35
pt_000142,39.989507000131205,-75.13323546224265,0,180,35
pt_000143,39.98956350509066,-75.13330469266867,90,270,35
pt_000144,39.98946681588112,-75.12723429792187,180,0,36
pt_000145,39.989410307267484,-75.12716507264702,270,90,36
pt_000146,39.989357059757694,-75.12723853723175,0,180,36
pt_000147,39.98941356832713,-75.12730776251345,90,270,36
pt_000148,39.989552949758476,-75.13276383263135,180,0,37
pt_000149,39.98949644447345,-75.13269460266626,270,90,37
pt_000150,39.98944319342048,-75.13276806300706,0,180,37
pt_000151,39.98949969866132,-75.13283729297902,90,270,37
pt_000152,39.98962898794745,-75.13587620021643,180,0,38
pt_000153,39.98957248453608,-75.13580696758338,270,90,38
pt_000154,39.98951923148895,-75.13588042556513,0,180,38
pt_000155,39.989575734856146,-75.135949658205,90,270,38
pt_000156,39.9894931653748,-75.1322927712575,180,0,39
pt_000157,39.989436659806174,-75.13222354174543,270,90,39
pt_000158,39.98938340905487,-75.13229700239106,0,180,39
pt_000159,39.98943991457931,-75.13236623190996,90,270,39
pt_000160,39.9894211566695,-75.1317791708975,180,0,40
pt_000161,39.989364650791664,-75.13170994188634,270,90,40
pt_000162,39.98931140036924,-75.1317834028569,0,180,40
pt_000163,39.9893679062029,-75.13185263187489,90,270,40
pt_000164,39.98936004452686,-75.13124053697035,180,0,41
pt_000165,39.98930353832474,-75.13117130846983,270,90,41
pt_000166,39.989250288247305,-75.13124476979674,0,180,41
pt_000167,39.98930679440523,-75.13131399830411,90,270,41
pt_000168,39.989434065324424,-75.13664297679657,180,0,42
pt_000169,39.98937756237451,-75.13657374372413,270,90,42
pt_000170,39.98932430883544,-75.13664720089352,0,180,42
pt_000171,39.98938081174115,-75.13671643397278,90,270,42
pt_000172,39.98927119192525,-75.13057635873656,180,0,43
pt_000173,39.98921468532324,-75.13050713087947,270,90,43
pt_000174,39.98916143567114,-75.13058059263119,0,180,43
pt_000175,39.98921794222895,-75.13064982049514,90,270,43
pt_000176,39.98934279691174,-75.1359382449206,180,0,44
pt_000177,39.98928629353753,-75.13586901252778,270,90,44
pt_000178,39.989233040449754,-75.13594247015122,0,180,44
pt_000179,39.989289543779776,-75.13601170255086,90,270,44
pt_000180,39.98919061289088,-75.12994836324198,180,0,45
pt_000181,39.98913410591083,-75.12987913598971,270,90,45
pt_000182,39.989080856660884,-75.12995259814683,0,180,45
pt_000183,39.98913736359678,-75.13002182540592,90,270,45
pt_000184,39.989107574945194,-75.12932154518423,180,0,46
pt_000185,39.989051067587745,-75.12925231853838,270,90,46
pt_000186,39.98899781873927,-75.12932578109728,0,180,46
pt_000187,39.98905432605251,-75.12939500774998,90,270,46
pt_000188,39.98900160775817,-75.12849648443253,180,0,47
pt_000189,39.98894509990402,-75.12842725858145,270,90,47
pt_000190,39.98889185158392,-75.12850072167282,0,180,47
pt_000191,39.98894835939387,-75.12856994753075,90,270,47
pt_000192,39.98924223394541,-75.14218152134326,180,0,48
pt_000193,39.9891857343297,-75.14211228385705,270,90,48
pt_000194,39.98913247724117,-75.14218573647423,0,180,48
pt_000195,39.9891889768127,-75.14225497396725,90,270,48
pt_000196,39.98915290689971,-75.14153914296448,180,0,49
pt_000197,39.98909640689721,-75.14146990610395,270,90,49
pt_000198,39.989043150220006,-75.14154335912839,0,180,49
pt_000199,39.989099650178304,-75.14161259599572,90,270,49
pt_000200,39.98906547877787,-75.14086210470698,180,0,50
pt_000201,39.989008978367686,-75.14079286849908,270,90,50
pt_000202,39.98895572212401,-75.14086632196005,0,180,50
pt_000203,39.98901222248998,-75.14093555817476,90,270,50
pt_000204,39.989006358647934,-75.1403923214255,180,0,51
pt_000205,39.98894985795493,-75.14032308566885,270,90,51
pt_000206,39.98889660201209,-75.14039653943438,0,180,51
pt_000207,39.98895310266091,-75.14046577519784,90,270,51
pt_000208,39.98894542480793,-75.13993316504758,180,0,52
pt_000209,39.988888923838445,-75.13986392973518,270,90,52
pt_000210,39.988835668189616,-75.13993738379496,0,180,52
pt_000211,39.98889216911491,-75.14000661911416,90,270,52
pt_000212,39.98888517238941,-75.13948388604267,180,0,53
pt_000213,39.98882867114943,-75.13941465116564,270,90,53
pt_000214,39.98877541578827,-75.13948810551265,0,180,53
pt_000215,39.98883191698409,-75.13955734039651,90,270,53
pt_000216,39.98882854744927,-75.13902101856611,180,0,54
pt_000217,39.988772045930595,-75.13895178413205,270,90,54
pt_000218,39.98871879086586,-75.13902523878089,0,180,54
pt_000219,39.98877529234038,-75.13909447322177,90,270,54
pt_000220,39.988768028129485,-75.13851193385618,180,0,55
pt_000221,39.98871152630428,-75.13844269990753,270,90,55
pt_000222,39.98865827156557,-75.13851615489021,0,180,55
pt_000223,39.98871477334658,-75.1385853888457,90,270,55
pt_000224,39.98869978959566,-75.13801359317954,180,0,56
pt_000225,39.988643287470396,-75.13794435971519,270,90,56
pt_000226,39.9885900330508,-75.13801781501498,0,180,56
pt_000227,39.98864653513185,-75.13808704848613,90,270,56
pt_000228,39.9886314055181,-75.13748148249063,180,0,57
pt_000229,39.988574903072475,-75.13741224953888,270,90,57
pt_000230,39.988521648993604,-75.13748570518207,0,180,57
pt_000231,39.98857815139506,-75.13755493814065,90,270,57
pt_000232,39.98854986092017,-75.13683533778759,180,0,58
pt_000233,39.988493358085506,-75.13676610545679,270,90,58
pt_000234,39.98844010442043,-75.13683956151857,0,180,58
pt_000235,39.988496607210905,-75.13690879385622,90,270,58
pt_000236,39.988334032953944,-75.12947712687665,180,0,59
pt_000237,39.988277525689654,-75.12940790089007,270,90,59
pt_000238,39.988224276739075,-75.12948136248993,0,180,59
pt_000239,39.98828078395915,-75.12955058848335,90,270,59
pt_000240,39.98845447055578,-75.13612317484896,180,0,60
pt_000241,39.98839796729233,-75.13605394320811,270,90,60
pt_000242,39.98834471408329,-75.13612739972531,0,180,60
pt_000243,39.98840121730257,-75.136196631373,90,270,60
pt_000244,39.98838165965478,-75.13553808837253,180,0,61
pt_000245,39.98832515603905,-75.13546885729286,270,90,61
pt_000246,39.988271903204705,-75.13554231419025,0,180,61
pt_000247,39.98832840677625,-75.13561154527672,90,270,61
pt_000248,39.98831141434376,-75.13498806988221,180,0,62
pt_000249,39.9882549103969,-75.13491883933195,270,90,62
pt_000250,39.98820165791477,-75.13499229658476,0,180,62
pt_000251,39.988258161817456,-75.13506152714183,90,270,62
pt_000252,39.988243958515326,-75.13447406526738,180,0,63
pt_000253,39.988187454258984,-75.13440483521372,270,90,63
pt_000254,39.98813420210604,-75.13447829279669,0,180,63
pt_000255,39.98819070631818,-75.1345475228572,90,270,63
pt_000256,39.98818661188482,-75.1340088917981,180,0,64
pt_000257,39.98813010734841,-75.13393966219007,270,90,64
pt_000258,39.98807685549336,-75.13401312007589,0,180,64
pt_000259,39.98813335998557,-75.13408234969077,90,270,64
pt_000260,39.98812395124629,-75.13354867366795,180,0,65
pt_000261,39.98806744643281,-75.13347944450682,270,90,65
pt_000262,39.988014194872456,-75.13355290268582,0,180,65
pt_000263,39.98807069964177,-75.13362213185378,90,270,65
pt_000264,39.98806108552529,-75.13307918701162,180,0,66
pt_000265,39.98800458042915,-75.13300995830535,270,90,66
pt_000266,39.987951329169476,-75.13308341678457,0,180,66
pt_000267,39.98800783422141,-75.13315264549769,90,270,66
pt_000268,39.98800174100085,-75.1326097060001,180,0,67
pt_000269,39.987945235622064,-75.1325404777451,270,90,67
pt_000270,39.98789198466302,-75.13261393652834,0,180,67
pt_000271,39.987948489997635,-75.1326831647902,90,270,67
pt_000272,39.98793526171251,-75.13209525688653,180,0,68
pt_000273,39.987878756023996,-75.13202602912747,270,90,68
pt_000274,39.98782550539441,-75.1320994882423,0,180,68
pt_000275,39.98788201103875,-75.13216871600821,90,270,68
pt_000276,39.987863369989334,-75.13155859634414,180,0,69
pt_000277,39.98780686397772,-75.13148936910504,270,90,69
pt_000278,39.98775361369182,-75.13156282856303,0,180,69
pt_000279,39.98781011965926,-75.13163205580895,90,270,69
pt_000280,39.98777519654146,-75.1308453226884,180,0,70
pt_000281,39.98771869010043,-75.13077609613289,270,90,70
pt_000282,39.98766544027133,-75.13084955605491,0,180,70
pt_000283,39.98772194666817,-75.13091878261727,90,270,70
pt_000284,39.98770267025279,-75.13026617801027,180,0,71
pt_000285,39.98764616346309,-75.13019695201073,270,90,71
pt_000286,39.98759291400491,-75.13027041230855,0,180,71
pt_000287,39.98764942075041,-75.13033963831492,90,270,71
pt_000288,39.98774307918158,-75.14251028343743,180,0,72
pt_000289,39.987686579762865,-75.14244104720649,270,90,72
pt_000290,39.987633322459025,-75.14251449794382,0,180,72
pt_000291,39.987689821833555,-75.14258373418157,90,270,72
pt_000292,39.98766480206485,-75.14186267437411,180,0,73
pt_000293,39.987608302256184,-75.14179343876195,270,90,73
pt_000294,39.98755504536707,-75.1418668899226,0,180,73
pt_000295,39.98761154513153,-75.14193612554156,90,270,73
pt_000296,39.987579578157614,-75.14120020784193,180,0,74
pt_000297,39.98752307795008,-75.141130972868,270,90,74
pt_000298,39.98746982148518,-75.14120442445612,0,180,74
pt_000299,39.98752632164851,-75.14127365943688,90,270,74
pt_000300,39.9872992605175,-75.1302201829269,180,0,75
pt_000301,39.98724275369988,-75.13015095737698,270,90,75
pt_000302,39.98718950426991,-75.13022441727436,0,180,75
pt_000303,39.987246011043354,-75.13029364283113,90,270,75
pt_000304,39.9875196292024,-75.14072201630576,180,0,76
pt_000305,39.987463128706935,-75.1406527817909,270,90,76
pt_000306,39.987409872548234,-75.14072623368928,0,180,76
pt_000307,39.98746637299952,-75.14079546821094,90,270,76
pt_000308,39.98729386104962,-75.13167654252734,180,0,77
pt_000309,39.98723735510865,-75.13160731577081,270,90,77
pt_000310,39.987184104745424,-75.13168077452009,0,180,77
pt_000311,39.98724061064219,-75.13175000128346,90,270,77
pt_000312,39.987458590347714,-75.14025779713083,180,0,78
pt_000313,39.987402089572754,-75.14018856306454,270,90,78
pt_000314,39.9873488337113,-75.14026201526102,0,180,78
pt_000315,39.9874053344421,-75.14033124933411,90,270,78
pt_000316,39.98739913237294,-75.13980414210431,180,0,79
pt_000317,39.98734263132483,-75.13973490847621,270,90,79
pt_000318,39.987289375753896,-75.13980836096422,0,180,79
pt_000319,39.98734587675782,-75.13987759459913,90,270,79
pt_000320,39.98734035688418,-75.13935106012644,180,0,80
pt_000321,39.98728385556325,-75.13928182693535,270,90,80
pt_000322,39.98723060028245,-75.13935527971516,0,180,80
pt_000323,39.98728710155918,-75.13942451291308,90,270,80
pt_000324,39.987275758299575,-75.13884646194072,180,0,81
pt_000325,39.98721925667483,-75.13877722923542,270,90,81
pt_000326,39.98716600171714,-75.13885068234119,0,180,81
pt_000327,39.9872225032977,-75.1389199150533,90,270,81
pt_000328,39.98721200464533,-75.13834183330715,180,0,82
pt_000329,39.98715550271675,-75.13827260108684,270,90,82
pt_000330,39.98710224808223,-75.13834605451943,0,180,82
pt_000331,39.987158749966596,-75.13841528674656,90,270,82
pt_000332,39.9871384441226,-75.13780273635706,180,0,83
pt_000333,39.98708194186943,-75.13773350466042,270,90,83
pt_000334,39.98702868758012,-75.13780695843631,0,180,83
pt_000335,39.98708518978909,-75.13787619013979,90,270,83
pt_000336,39.986990602311664,-75.13079317262007,180,0,84
pt_000337,39.986934095838755,-75.13072394690799,270,90,84
pt_000338,39.98688084604066,-75.130797406022,0,180,84
pt_000339,39.98693735246938,-75.13086663174093,90,270,84
pt_000340,39.98705313037377,-75.13713835222997,180,0,85
pt_000341,39.98699662772059,-75.13706912117325,270,90,85
pt_000342,39.98694337385673,-75.13714257537798,0,180,85
pt_000343,39.986999876465724,-75.13721180644153,90,270,85
pt_000344,39.98696310306862,-75.13644069040228,180,0,86
pt_000345,39.98690659999538,-75.13637146001797,270,90,86
pt_000346,39.986853346578286,-75.13644491467254,0,180,86
pt_000347,39.98690984960735,-75.13651414506366,90,270,86
pt_000348,39.98688603082638,-75.13584449112122,180,0,87
pt_000349,39.986829527394185,-75.13577526131168,270,90,87
pt_000350,39.98677627435888,-75.13584871635051,0,180,87
pt_000351,39.98683277774688,-75.13591794616686,90,270,87
pt_000352,39.98681925295395,-75.13530962059501,180,0,88
pt_000353,39.986762749199734,-75.13524039129871,270,90,88
pt_000354,39.98670949650696,-75.13531384668484,0,180,88
pt_000355,39.986766000217,-75.13538307598795,90,270,88
pt_000356,39.98675340801953,-75.13478883561693,180,0,89
pt_000357,39.98669690395176,-75.13471960682119,270,90,89
pt_000358,39.98664365159251,-75.13479306254457,0,180,89
pt_000359,39.98670015561608,-75.13486229134713,90,270,89
pt_000360,39.98668402763428,-75.13135344000817,180,0,90
pt_000361,39.98662752149844,-75.13128421414238,270,90,90
pt_000362,39.98657427134039,-75.13135767248522,0,180,90
pt_000363,39.98663077743204,-75.13142689835787,90,270,90
pt_000364,39.986690262831566,-75.1343282610605,180,0,91
pt_000365,39.986633758486505,-75.13425903271248,270,90,91
pt_000366,39.986580506422186,-75.13433248872879,0,180,91
pt_000367,39.986637010723044,-75.13440171708363,90,270,91
pt_000368,39.98663416151093,-75.13387447326173,180,0,92
pt_000369,39.98657765689267,-75.13380524534858,270,90,92
pt_000370,39.98652440511895,-75.13387870166014,0,180,92
pt_000371,39.98658090969303,-75.13394792958012,90,270,92
pt_000372,39.986570458535276,-75.13339884307067,180,0,93
pt_000373,39.986513953630656,-75.13332961561835,270,90,93
pt_000374,39.98646070216153,-75.13340307223403,0,180,93
pt_000375,39.98651720702197,-75.1334722996932,90,270,93
pt_000376,39.98651026546269,-75.13292892926883,180,0,94
pt_000377,39.98645376027515,-75.13285970226897,270,90,94
pt_000378,39.98640050910697,-75.13293315918808,0,180,94
pt_000379,39.986457014250306,-75.1330023861948,90,270,94
pt_000380,39.98644414977371,-75.13240990662176,180,0,95
pt_000381,39.9863876442737,-75.13234068012129,270,90,95
pt_000382,39.98633439343791,-75.13241413737596,0,180,95
pt_000383,39.986390898893724,-75.13248336388328,90,270,95
pt_000384,39.986255052005774,-75.14284129550623,180,0,96
pt_000385,39.986198552785446,-75.14277206051732,270,90,96
pt_000386,39.98614529526494,-75.14284550938514,0,180,96
pt_000387,39.98620179444108,-75.14291474438087,90,270,96
pt_000388,39.986171009267956,-75.14219052603603,180,0,97
pt_000389,39.98611450965578,-75.14212129167439,270,90,97
pt_000390,39.98606125255199,-75.14219474096177,0,180,97
pt_000391,39.986117752119966,-75.14226397533024,90,270,97
pt_000392,39.98608052341001,-75.14152034010041,180,0,98
pt_000393,39.98602402339431,-75.14145110638874,270,90,98
pt_000394,39.98597076671966,-75.14152455610397,0,180,98
pt_000395,39.986027266691195,-75.14159378982247,90,270,98
pt_000396,39.98602277945809,-75.14104726198026,180,0,99
pt_000397,39.98596627915753,-75.14097802872118,270,90,99
pt_000398,39.98591302278583,-75.14105147874503,0,180,99
pt_000399,39.98596952304221,-75.14112071201095,90,270,99
pt_000400,39.98595967939846,-75.14058816166165,180,0,100
pt_000401,39.98590317882148,-75.14051892884896,270,90,100
pt_000402,39.98584992274375,-75.14059237916467,0,180,100
pt_000403,39.98590642327656,-75.14066161198417,90,270,100
pt_000404,39.98590442552838,-75.14012950321626,180,0,101
pt_000405,39.98584792467522,-75.14006027084162,270,90,101
pt_000406,39.98579466889123,-75.14013372145733,0,180,101
pt_000407,39.98585116970019,-75.14020295383878,90,270,101
pt_000408,39.98578059253538,-75.13916806736574,180,0,102
pt_000409,39.985724091103364,-75.13909883591748,270,90,102
pt_000410,39.985670835935004,-75.13917228715336,0,180,102
pt_000411,39.98572733732284,-75.13924151860844,90,270,102
pt_000412,39.985714103019255,-75.13865652100155,180,0,103
pt_000413,39.98565760127924,-75.1385872900468,270,90,103
pt_000414,39.985604346438464,-75.13866074161201,0,180,103
pt_000415,39.985660848134295,-75.13872997257359,90,270,103
pt_000416,39.98564564646279,-75.13812210736808,180,0,104
pt_000417,39.985589144401,-75.13805287692787,270,90,104
pt_000418,39.985535889902465,-75.13812632883821,0,180,104
pt_000419,39.98559239192006,-75.13819555928525,90,270,104
pt_000420,39.985556464058284,-75.137461392094,180,0,105
pt_000421,39.985499961598684,-75.13739216229459,270,90,105
pt_000422,39.98544670752324,-75.13746561462668,0,180,105
pt_000423,39.98550320993865,-75.13753484443292,90,270,105
pt_000424,39.98546666012406,-75.13676048979467,180,0,106
pt_000425,39.98541015724247,-75.13669126067012,270,90,106
pt_000426,39.98535690361588,-75.13676471345485,0,180,106
pt_000427,39.98541340645328,-75.13683394258621,90,270,106
pt_000428,39.98539242614698,-75.13616787204465,180,0,107
pt_000429,39.98533592290857,-75.136098643489,270,90,107
pt_000430,39.985282669661494,-75.13617209665826,0,180,107
pt_000431,39.98533917285571,-75.13624132522071,90,270,107
pt_000432,39.98532093348582,-75.13562417772577,180,0,108
pt_000433,39.98526442992011,-75.1355549496955,270,90,108
pt_000434,39.985211177021185,-75.13562840321386,0,180,108
pt_000435,39.98526768054274,-75.13569763125095,90,270,108
pt_000436,39.985254070165944,-75.13509993042089,180,0,109
pt_000437,39.98519756628456,-75.13503070289512,270,90,109
pt_000438,39.985144313721385,-75.13510415675232,0,180,109
pt_000439,39.985200817558564,-75.13517338428494,90,270,109
pt_000440,39.98519275219187,-75.1346407712779,180,0,110
pt_000441,39.98513624803406,-75.13457154419675,270,90,110
pt_000442,39.98508299576491,-75.13464499834775,0,180,110
pt_000443,39.985139499878535,-75.13471422543574,90,270,110
pt_000444,39.98513576621279,-75.13418777581572,180,0,111
pt_000445,39.98507926178225,-75.13411854916968,270,90,111
pt_000446,39.9850260098032,-75.13419200361434,0,180,111
pt_000447,39.985082514189564,-75.13426123026721,90,270,111
pt_000448,39.985074126832394,-75.1337187106892,180,0,112
pt_000449,39.98501762211944,-75.13364948449637,270,90,112
pt_000450,39.984964370440785,-75.13372293924226,0,180,112
pt_000451,39.98502087510955,-75.1337921654419,90,270,112
pt_000452,39.98501489534958,-75.13324709849185,180,0,113
pt_000453,39.98495839035272,-75.13317787275193,270,90,113
pt_000454,39.984905138976075,-75.13325132780363,0,180,113
pt_000455,39.984961643928756,-75.13332055355039,90,270,113
pt_000456,39.98494238929986,-75.13273140915256,180,0,114
pt_000457,39.984885883992504,-75.13266218391573,270,90,114
pt_000458,39.984832632946095,-75.13273563929346,0,180,114
pt_000459,39.984889138209255,-75.13280486453712,90,270,114
pt_000460,39.984667948881345,-75.14322817092737,180,0,115
pt_000461,39.98461144989302,-75.14315893723497,270,90,115
pt_000462,39.984558192119785,-75.1432323840824,0,180,115
pt_000463,39.984614691063946,-75.14330161778162,90,270,115
pt_000464,39.98461251314139,-75.1428068991517,180,0,116
pt_000465,39.9845560138994,-75.14273766586638,270,90,116
pt_000466,39.98450275639595,-75.14281111298429,0,180,116
pt_000467,39.98455925559374,-75.14288034627641,90,270,116
pt_000468,39.984580145919246,-75.14253808545445,180,0,117
pt_000469,39.98452364651539,-75.14246885242582,270,90,117
pt_000470,39.984470389184075,-75.1425422997196,0,180,117
pt_000471,39.984526888543726,-75.14261153275501,90,270,117
pt_000472,39.98455814713279,-75.14238110553535,180,0,118
pt_000473,39.9845016476344,-75.14231187265982,270,90,118
pt_000474,39.98444839040359,-75.14238532005291,0,180,118
pt_000475,39.98450488985778,-75.14245455293528,90,270,118
pt_000476,39.9844968413485,-75.14187036934031,180,0,119
pt_000477,39.98444034154262,-75.1418011369523,270,90,119
pt_000478,39.98438708463887,-75.1418745846797,0,180,119
pt_000479,39.984443584400566,-75.14194381707455,90,270,119
pt_000480,39.98443358659324,-75.14139406069037,180,0,120
